"","stfips","region","year","ymcaid","white","income_pc","hospitals_pc","beds_pc","mort_rate","child_pop","afdc_rate"
"1211",45,4,1972,1968,1,3.594,0.029798102,4.5554309,181.70299,497348,0.35449556
"1212",45,4,1963,1968,1,1.656,0.027485691,3.5075023,232.20935,489105.66,0.35449556
"1213",45,4,1966,1968,1,2.157,0.02888469,3.5989521,205.4565,488879.34,0.35449556
"1214",45,4,1969,1968,1,2.821,0.029045714,4.1735554,196.69305,488653,0.35449556
"1215",45,4,1961,1968,1,1.488,0.028738745,3.2249868,234.31108,489256.56,0.35449556
"1216",45,4,1968,1968,1,2.549,0.028861033,3.9887528,209.59735,488728.44,0.35449556
"1217",45,4,1971,1968,1,3.265,0.029305505,4.310915,181.30937,496549,0.35449556
"1218",45,4,1965,1968,1,1.941,0.0270781,3.5383399,221.8701,488954.78,0.35449556
"1219",45,4,1964,1968,1,1.773,0.027280377,3.627476,237.73499,489030.22,0.35449556
"1220",45,4,1976,1968,1,5.255,0.02651885,4.1396604,142.30157,486982,0.35449556
"1221",45,4,1975,1968,1,4.73,0.026895346,4.1422281,152.24577,495846,0.35449556
"1222",45,4,1970,1968,1,3.055,0.029562376,4.3199463,191.6922,492601,0.35449556
"1223",45,4,1974,1968,1,4.451,0.027434727,4.4152322,176.22891,496842,0.35449556
"1224",46,2,1969,1967,0,3.03,0.088978574,7.0579615,468.27783,14883,25.479082
"1225",46,2,1973,1967,0,5.175,0.089838259,7.1561332,358.53256,17612,25.479082
"1226",46,2,1960,1967,0,1.888,0.086699173,6.9124222,906.0827,11870,25.479082
"1227",46,2,1966,1967,0,2.495,0.08970058,6.793324,597.23511,13878.666,25.479082
"1228",46,2,1965,1967,0,2.277,0.090932272,7.0233998,689.03772,13543.89,25.479082
"1229",46,2,1971,1967,0,3.564,0.092321806,7.2457724,465.82065,16296,25.479082
"1230",46,2,1967,1967,0,2.577,0.088461734,6.8355432,450.95908,14213.444,25.479082
"1231",46,2,1962,1967,0,2.101,0.087195553,6.9948568,645.43024,12539.556,25.479082
"1232",46,2,1975,1967,0,5.706,0.10124888,8.4946346,437.43976,18348,25.479082
"1233",46,2,1970,1967,0,3.286,0.095909029,7.3655138,480.52893,15586,25.479082
"1234",46,2,1961,1967,0,1.872,0.088420331,6.8437338,638.23853,12204.777,25.479082
"1235",46,2,1972,1967,0,4.089,0.091516159,7.1426883,558.97125,17022,25.479082
"1236",46,2,1974,1967,0,5.187,0.10001589,7.4394169,393.41812,17997,25.479082
"1237",46,2,1963,1967,0,2.02,0.084481612,6.8489389,689.52258,12874.333,25.479082
"1238",46,2,1964,1967,0,1.993,0.087697648,6.9370322,534.58459,13209.11,25.479082
"1239",46,2,1968,1967,0,2.774,0.088719398,7.1652188,398.98883,14548.223,25.479082
"1240",46,2,1963,1967,1,2.02,0.084481612,6.8489389,240.93413,206022.33,1.2447121
"1241",46,2,1974,1967,1,5.187,0.10001589,7.4394169,186.339,164241,1.2447121
"1242",46,2,1967,1967,1,2.577,0.088461734,6.8355432,194.32909,191902.78,1.2447121
"1243",46,2,1961,1967,1,1.872,0.088420331,6.8437338,230.7115,213082.11,1.2447121
"1244",46,2,1966,1967,1,2.495,0.08970058,6.793324,214.78162,195432.67,1.2447121
"1245",46,2,1964,1967,1,1.993,0.087697648,6.9370322,219.47556,202492.44,1.2447121
"1246",46,2,1975,1967,1,5.706,0.10124888,8.4946346,143.53073,159622,1.2447121
"1247",46,2,1968,1967,1,2.774,0.088719398,7.1652188,188.61281,188372.89,1.2447121
"1248",46,2,1960,1967,1,1.888,0.086699173,6.9124222,246.77739,216612,1.2447121
"1249",46,2,1972,1967,1,4.089,0.091516159,7.1426883,196.85141,174651,1.2447121
"1250",46,2,1973,1967,1,5.175,0.089838259,7.1561332,170.66757,169381,1.2447121
"1251",46,2,1969,1967,1,3.03,0.088978574,7.0579615,190.05402,184843,1.2447121
"1252",46,2,1971,1967,1,3.564,0.092321806,7.2457724,160.76837,178439,1.2447121
"1253",46,2,1962,1967,1,2.101,0.087195553,6.9948568,240.11456,209552.23,1.2447121
"1254",46,2,1970,1967,1,3.286,0.095909029,7.3655138,174.45863,181641,1.2447121
"1255",47,4,1964,1969,0,1.971,0.034018368,5.0066395,441.65546,220474.78,10.86426
"1256",47,4,1973,1969,0,4.284,0.034310888,5.8471069,305.91049,215215,10.86426
"1257",47,4,1972,1969,0,3.8,0.036198661,5.9346237,337.77124,217977,10.86426
"1258",47,4,1962,1969,0,1.776,0.034658376,5.1060586,435.88931,220753.89,10.86426
"1259",47,4,1970,1969,0,3.176,0.036524277,5.6001358,352.87396,219064,10.86426
"1260",47,4,1968,1969,0,2.753,0.037493423,5.5127482,368.48703,219916.55,10.86426
"1261",47,4,1977,1969,0,6.089,0.034756999,6.1068959,234.87781,209603,10.86426
"1262",47,4,1975,1969,0,5.026,0.033795334,6.0251923,267.7868,211807,10.86426
"1263",47,4,1967,1969,0,2.482,0.037304845,5.3025422,376.29568,220056.11,10.86426
"1264",47,4,1966,1969,0,2.338,0.037643038,5.1040778,412.75879,220195.67,10.86426
"1265",47,4,1971,1969,0,3.439,0.036156554,5.6830621,293.03726,218355,10.86426
"1266",47,4,1974,1969,0,4.685,0.034271117,5.9096255,266.59268,213510,10.86426
"1267",47,4,1976,1969,0,5.57,0.033031508,5.9223413,235.25653,210348,10.86426
"1268",47,4,1963,1969,0,1.859,0.033790383,5.1672034,445.56662,220614.33,10.86426
"1269",47,4,1965,1969,0,2.135,0.0345097,4.8971076,435.68823,220335.22,10.86426
"1270",47,4,1969,1969,0,2.957,0.037936736,5.5725713,365.79202,219777,10.86426
"1271",47,4,1969,1969,1,2.957,0.037936736,5.5725713,189.02037,878080,1.4396635
"1272",47,4,1968,1969,1,2.753,0.037493423,5.5127482,194.43985,881291.88,1.4396635
"1273",47,4,1972,1969,1,3.8,0.036198661,5.9346237,178.97211,881769,1.4396635
"1274",47,4,1964,1969,1,1.971,0.034018368,5.0066395,250.63365,894139.44,1.4396635
"1275",47,4,1970,1969,1,3.176,0.036524277,5.6001358,199.2003,880514,1.4396635
"1276",47,4,1975,1969,1,5.026,0.033795334,6.0251923,141.70181,860573,1.4396635
"1277",47,4,1976,1969,1,5.57,0.033031508,5.9223413,140.46515,851652,1.4396635
"1278",47,4,1965,1969,1,2.135,0.0345097,4.8971076,227.69063,890927.56,1.4396635
"1279",47,4,1966,1969,1,2.338,0.037643038,5.1040778,215.64001,887715.69,1.4396635
"1280",47,4,1977,1969,1,6.089,0.034756999,6.1068959,139.03639,846284,1.4396635
"1281",47,4,1974,1969,1,4.685,0.034271117,5.9096255,161.54637,866523,1.4396635
"1282",47,4,1973,1969,1,4.284,0.034310888,5.8471069,185.42616,872968,1.4396635
"1283",47,4,1967,1969,1,2.482,0.037304845,5.3025422,202.88814,884503.81,1.4396635
"1284",47,4,1963,1969,1,1.859,0.033790383,5.1672034,240.76036,897351.31,1.4396635
"1285",47,4,1962,1969,1,1.776,0.034658376,5.1060586,248.82236,900563.19,1.4396635
"1286",48,3,1971,1967,0,3.84,0.044396039,4.9883423,296.42532,510257,2.9378455
"1287",48,3,1961,1967,0,2.024,0.050828338,4.1538563,405.29474,452575.09,2.9378455
"1288",48,3,1966,1967,0,2.62,0.050410163,4.6350198,383.01352,488610.69,2.9378455
"1289",48,3,1960,1967,0,1.956,0.051567502,4.0953364,437.37967,445368,2.9378455
"1290",48,3,1964,1967,0,2.279,0.04835733,4.463068,449.33633,474196.44,2.9378455
"1291",48,3,1967,1967,0,2.834,0.048631873,4.6377039,353.06656,495817.78,2.9378455
"1292",48,3,1969,1967,0,3.364,0.047136623,4.7861381,356.98914,510232,2.9378455
"1293",48,3,1965,1967,0,2.426,0.049447659,4.4299641,411.92303,481403.56,2.9378455
"1294",48,3,1972,1967,0,4.175,0.044305686,5.030694,311.15845,508993,2.9378455
"1295",48,3,1970,1967,0,3.628,0.045203377,4.806211,343.89444,510239,2.9378455
"1296",48,3,1963,1967,0,2.15,0.050215606,4.3282866,397.51773,466989.31,2.9378455
"1297",48,3,1968,1967,0,3.099,0.047274299,4.7277064,351.44547,503024.91,2.9378455
"1298",48,3,1973,1967,0,4.659,0.044261046,5.0523314,287.87042,508735,2.9378455
"1299",48,3,1974,1967,0,5.17,0.043608606,5.1877937,272.11984,508031,2.9378455
"1300",48,3,1962,1967,0,2.076,0.051123258,4.1641207,412.30499,459782.22,2.9378455
"1301",48,3,1975,1967,0,5.738,0.042089961,5.1029902,257.29434,512026,2.9378455
"1302",48,3,1973,1967,1,4.659,0.044261046,5.0523314,186.94034,2847649,0.57544678
"1303",48,3,1965,1967,1,2.426,0.049447659,4.4299641,224.38533,2773527.3,0.57544678
"1304",48,3,1972,1967,1,4.175,0.044305686,5.030694,193.05977,2847882,0.57544678
"1305",48,3,1968,1967,1,3.099,0.047274299,4.7277064,201.59613,2801523.8,0.57544678
"1306",48,3,1970,1967,1,3.628,0.045203377,4.806211,209.82965,2829233,0.57544678
"1307",48,3,1964,1967,1,2.279,0.04835733,4.463068,248.5125,2764194.8,0.57544678
"1308",48,3,1971,1967,1,3.84,0.044396039,4.9883423,189.0777,2847610,0.57544678
"1309",48,3,1967,1967,1,2.834,0.048631873,4.6377039,203.31787,2792191.5,0.57544678
"1310",48,3,1966,1967,1,2.62,0.050410163,4.6350198,215.65121,2782859.3,0.57544678
"1311",48,3,1961,1967,1,2.024,0.050828338,4.1538563,249.82214,2736198.3,0.57544678
"1312",48,3,1962,1967,1,2.076,0.051123258,4.1641207,260.48398,2745530.5,0.57544678
"1313",48,3,1963,1967,1,2.15,0.050215606,4.3282866,259.47546,2754862.8,0.57544678
"1314",48,3,1975,1967,1,5.738,0.042089961,5.1029902,157.07668,2857320,0.57544678
"1315",48,3,1974,1967,1,5.17,0.043608606,5.1877937,172.29994,2842862,0.57544678
"1316",48,3,1969,1967,1,3.364,0.047136623,4.7861381,212.29633,2810856,0.57544678
"1317",48,3,1960,1967,1,1.956,0.051567502,4.0953364,271.90201,2726866,0.57544678
"1318",49,5,1969,1966,0,3.105,0.037701193,4.3704386,447.17471,8792,13.8229
"1319",49,5,1961,1966,0,2.085,0.04081149,4.3017516,452.7009,7014.2222,13.8229
"1320",49,5,1974,1966,0,4.738,0.033365253,3.8420088,297.83951,11635,13.8229
"1321",49,5,1972,1966,0,3.971,0.033491034,4.0894318,171.6497,10630,13.8229
"1322",49,5,1973,1966,0,4.316,0.032511257,3.8705504,189.91719,11192,13.8229
"1323",49,5,1963,1966,0,2.274,0.043683562,4.2468948,367.02496,7458.6665,13.8229
"1324",49,5,1968,1966,0,2.892,0.039274614,4.4674873,563.09113,8569.7783,13.8229
"1325",49,5,1970,1966,0,3.389,0.036530536,4.2703261,218.00552,9372,13.8229
"1326",49,5,1971,1966,0,3.649,0.035428844,4.2405601,213.15218,9961,13.8229
"1327",49,5,1964,1966,0,2.38,0.041904639,4.1977973,454.43527,7680.8892,13.8229
"1328",49,5,1959,1966,0,1.965,0.040209066,3.8600705,420.91177,6487.1001,13.8229
"1329",49,5,1962,1966,0,2.225,0.044440225,4.1719613,392.26596,7236.4443,13.8229
"1330",49,5,1966,1966,0,2.594,0.041560702,4.1418786,312.47614,8125.3335,13.8229
"1331",49,5,1967,1966,0,2.713,0.040898189,4.2214913,364.80652,8347.5557,13.8229
"1332",49,5,1960,1966,0,2.03,0.040420961,3.8781667,578.70947,6792,13.8229
"1333",49,5,1965,1966,0,2.479,0.042245012,3.81287,571.49182,7903.1108,13.8229
"1334",49,5,1962,1966,1,2.225,0.044440225,4.1719613,217.70068,329856.91,2.13397
"1335",49,5,1964,1966,1,2.38,0.041904639,4.1977973,195.15825,332213.78,2.13397
"1336",49,5,1963,1966,1,2.274,0.043683562,4.2468948,195.99603,331035.34,2.13397
"1337",49,5,1970,1966,1,3.389,0.036530536,4.2703261,169.15166,345868,2.13397
"1338",49,5,1969,1966,1,3.105,0.037701193,4.3704386,169.03036,338106,2.13397
"1339",49,5,1960,1966,1,2.03,0.040420961,3.8781667,205.16362,327500,2.13397
"1340",49,5,1966,1966,1,2.594,0.041560702,4.1418786,183.70027,334570.66,2.13397
"1341",49,5,1959,1966,1,1.965,0.040209066,3.8600705,218.30853,317473.59,2.13397
"1342",49,5,1972,1966,1,3.971,0.033491034,4.0894318,154.41225,359559,2.13397
"1343",49,5,1965,1966,1,2.479,0.042245012,3.81287,185.41249,333392.22,2.13397
"1344",49,5,1973,1966,1,4.316,0.032511257,3.8705504,143.72115,365361,2.13397
"1345",49,5,1971,1966,1,3.649,0.035428844,4.2405601,152.04482,353630,2.13397
"1346",49,5,1974,1966,1,4.738,0.033365253,3.8420088,141.37607,369719,2.13397
"1347",49,5,1961,1966,1,2.085,0.04081149,4.3017516,204.53751,328678.44,2.13397
"1348",49,5,1967,1966,1,2.713,0.040898189,4.2214913,173.45438,335749.09,2.13397
"1349",49,5,1968,1966,1,2.892,0.039274614,4.4674873,172.62997,336927.56,2.13397
"1350",50,1,1968,1966,0,3.121,0.048443347,5.7209287,0,346.33334,0.41107231
"1351",50,1,1962,1966,0,2.068,0.069862932,6.5845814,0,252.33334,0.41107231
"1352",50,1,1961,1966,0,1.986,0.068296865,6.3465495,0,236.66667,0.41107231
"1353",50,1,1965,1966,0,2.452,0.067123681,6.3515782,0,299.33334,0.41107231
"1354",50,1,1969,1966,0,3.38,0.050119832,5.8275695,188.99771,362,0.41107231
"1355",50,1,1963,1966,0,2.125,0.068925343,6.2549748,0,268,0.41107231
"1356",50,1,1967,1966,0,2.878,0.05840518,6.0694666,0,330.66666,0.41107231
"1357",50,1,1971,1966,0,3.848,0.044016216,5.3039541,0,510,0.41107231
"1358",50,1,1964,1966,0,2.264,0.06801258,6.3130245,244.79039,283.66666,0.41107231
"1359",50,1,1972,1966,0,4.163,0.041017935,5.6172981,0,588,0.41107231
"1360",50,1,1973,1966,0,4.528,0.040550895,5.7006021,0,643,0.41107231
"1361",50,1,1970,1966,0,3.625,0.047016785,5.7830644,175.49788,432,0.41107231
"1362",50,1,1974,1966,0,4.855,0.040156569,5.6980057,0,718,0.41107231
"1363",50,1,1966,1966,0,2.722,0.061525013,6.3323436,218.93796,315,0.41107231
"1364",50,1,1959,1966,0,1.816,0.069468103,6.7950096,0,210.40001,0.41107231
"1365",50,1,1960,1966,0,1.913,0.069251902,6.4865947,0,221,0.41107231
"1366",50,1,1962,1966,1,2.068,0.069862932,6.5845814,225.44481,124392.66,1.4395025
"1367",50,1,1963,1966,1,2.125,0.068925343,6.2549748,235.07813,125399,1.4395025
"1368",50,1,1961,1966,1,1.986,0.068296865,6.3465495,278.39343,123386.33,1.4395025
"1369",50,1,1969,1966,1,3.38,0.050119832,5.8275695,190.82689,131437,1.4395025
"1370",50,1,1960,1966,1,1.913,0.069251902,6.4865947,246.86345,122380,1.4395025
"1371",50,1,1970,1966,1,3.625,0.047016785,5.7830644,180.21114,131081,1.4395025
"1372",50,1,1968,1966,1,3.121,0.048443347,5.7209287,191.66467,130430.67,1.4395025
"1373",50,1,1974,1966,1,4.855,0.040156569,5.6980057,148.38959,125415,1.4395025
"1374",50,1,1972,1966,1,4.163,0.041017935,5.6172981,133.88841,129877,1.4395025
"1375",50,1,1959,1966,1,1.816,0.069468103,6.7950096,248.80292,120719.4,1.4395025
"1376",50,1,1971,1966,1,3.848,0.044016216,5.3039541,150.60994,130725,1.4395025
"1377",50,1,1973,1966,1,4.528,0.040550895,5.7006021,160.28674,127719,1.4395025
"1378",50,1,1967,1966,1,2.878,0.05840518,6.0694666,201.42917,129424.34,1.4395025
"1379",50,1,1966,1966,1,2.722,0.061525013,6.3323436,218.71817,128418,1.4395025
"1380",50,1,1965,1966,1,2.452,0.067123681,6.3515782,211.4912,127411.66,1.4395025
"1381",50,1,1964,1966,1,2.264,0.06801258,6.3130245,237.92151,126405.34,1.4395025
"1382",51,4,1970,1969,0,3.792,0.022906804,4.3882589,358.84885,298549,5.9381614
"1383",51,4,1962,1969,0,2.091,0.024845641,3.9964943,449.94357,304888,5.9381614
"1384",51,4,1966,1969,0,2.711,0.023960857,4.1303954,403.89798,301864,5.9381614
"1385",51,4,1975,1969,0,5.96,0.021755474,4.4768806,252.46503,291367,5.9381614
"1386",51,4,1969,1969,0,3.56,0.023530714,4.3191934,361.18225,299596,5.9381614
"1387",51,4,1968,1969,0,3.222,0.024112131,4.3554473,372.71454,300352,5.9381614
"1388",51,4,1977,1969,0,7.193,0.021515684,4.5117621,246.35428,288972,5.9381614
"1389",51,4,1971,1969,0,4.091,0.022514561,4.3852892,319.49673,297506,5.9381614
"1390",51,4,1974,1969,0,5.485,0.022097068,4.4959497,261.82581,291393,5.9381614
"1391",51,4,1976,1969,0,6.549,0.021237135,4.4257021,259.4722,290332,5.9381614
"1392",51,4,1972,1969,0,4.486,0.021955671,4.402319,304.19614,294025,5.9381614
"1393",51,4,1964,1969,0,2.373,0.024270998,4.0560842,483.40906,303376,5.9381614
"1394",51,4,1965,1969,0,2.53,0.024577163,4.0682158,431.1228,302620,5.9381614
"1395",51,4,1973,1969,0,4.971,0.022011595,4.5421333,272.01288,294484,5.9381614
"1396",51,4,1967,1969,0,2.936,0.024037668,4.2544427,393.9314,301108,5.9381614
"1397",51,4,1973,1969,1,4.971,0.022011595,4.5421333,155.12372,999738,0.55138546
"1398",51,4,1962,1969,1,2.091,0.024845641,3.9964943,237.33795,976295.13,0.55138546
"1399",51,4,1966,1969,1,2.711,0.023960857,4.1303954,202.84425,1004353.4,0.55138546
"1400",51,4,1971,1969,1,4.091,0.022514561,4.3852892,168.97183,1022571,0.55138546
"1401",51,4,1970,1969,1,3.792,0.022906804,4.3882589,172.36391,1023984,0.55138546
"1402",51,4,1975,1969,1,5.96,0.021755474,4.4768806,141.78745,969444,0.55138546
"1403",51,4,1968,1969,1,3.222,0.024112131,4.3554473,182.40753,1018382.4,0.55138546
"1404",51,4,1972,1969,1,4.486,0.021955671,4.402319,165.31458,1013081,0.55138546
"1405",51,4,1964,1969,1,2.373,0.024270998,4.0560842,232.50655,990324.19,0.55138546
"1406",51,4,1963,1969,1,2.188,0.02467333,4.0687041,243.2401,983309.63,0.55138546
"1407",51,4,1965,1969,1,2.53,0.024577163,4.0682158,216.21852,997338.81,0.55138546
"1408",51,4,1974,1969,1,5.485,0.022097068,4.4959497,147.13138,984390,0.55138546
"1409",51,4,1967,1969,1,2.936,0.024037668,4.2544427,188.21869,1011367.9,0.55138546
"1410",51,4,1969,1969,1,3.56,0.023530714,4.3191934,190.15318,1025397,0.55138546
"1411",51,4,1976,1969,1,6.549,0.021237135,4.4257021,133.134,952655,0.55138546
"1412",51,4,1977,1969,1,7.193,0.021515684,4.5117621,128.47939,938069,0.55138546
"1413",53,5,1963,1966,0,2.716,0.038574249,4.413949,460.43024,41867.332,7.5264297
"1414",53,5,1961,1966,0,2.514,0.039475765,4.3890185,411.45862,39357.777,7.5264297
"1415",53,5,1962,1966,0,2.661,0.039015923,4.3475842,438.90994,40612.555,7.5264297
"1416",53,5,1971,1966,0,4.361,0.035102274,4.3056855,267.19281,53149,7.5264297
"1417",53,5,1970,1966,0,4.189,0.034210786,4.4424314,313.69534,51272,7.5264297
"1418",53,5,1968,1966,0,3.826,0.035104152,4.3016086,373.24088,48141.223,7.5264297
"1419",53,5,1965,1966,0,3.055,0.037741326,4.0576682,344.78357,44376.891,7.5264297
"1420",53,5,1967,1966,0,3.545,0.036052842,4.3080087,328.72504,46886.445,7.5264297
"1421",53,5,1972,1966,0,4.713,0.034813941,4.2995219,219.07443,54322,7.5264297
"1422",53,5,1973,1966,0,5.284,0.034221876,4.0292664,244.55177,56118,7.5264297
"1423",53,5,1960,1966,0,2.416,0.039954942,4.4101143,390.58231,38103,7.5264297
"1424",53,5,1959,1966,0,2.362,0.040630281,4.2102242,433.50348,36014.699,7.5264297
"1425",53,5,1966,1966,0,3.36,0.037036952,4.1745939,366.36005,45631.668,7.5264297
"1426",53,5,1974,1966,0,5.892,0.033540409,3.9405754,234.87012,58555,7.5264297
"1427",53,5,1969,1966,0,4.085,0.035073191,4.3057499,356.20102,49396,7.5264297
"1428",53,5,1959,1966,1,2.362,0.040630281,4.2102242,232.03802,829640.56,1.584587
"1429",53,5,1967,1966,1,3.545,0.036052842,4.3080087,170.78612,904752.31,1.584587
"1430",53,5,1971,1966,1,4.361,0.035102274,4.3056855,168.65746,893897,1.584587
"1431",53,5,1973,1966,1,5.284,0.034221876,4.0292664,153.35742,848457,1.584587
"1432",53,5,1965,1966,1,3.055,0.037741326,4.0576682,179.26271,890277.69,1.584587
"1433",53,5,1961,1966,1,2.514,0.039475765,4.3890185,218.31085,861328.31,1.584587
"1434",53,5,1968,1966,1,3.826,0.035104152,4.3016086,183.52161,911989.69,1.584587
"1435",53,5,1964,1966,1,2.838,0.037826415,4.1725445,197.27853,883040.31,1.584587
"1436",53,5,1972,1966,1,4.713,0.034813941,4.2995219,162.64832,867269,1.584587
"1437",53,5,1962,1966,1,2.661,0.039015923,4.3475842,217.4599,868565.69,1.584587
"1438",53,5,1960,1966,1,2.416,0.039954942,4.4101143,225.30894,854091,1.584587
"1439",53,5,1966,1966,1,3.36,0.037036952,4.1745939,173.61961,897515,1.584587
"1440",53,5,1969,1966,1,4.085,0.035073191,4.3057499,179.578,919227,1.584587
"1441",53,5,1963,1966,1,2.716,0.038574249,4.413949,201.22197,875803,1.584587
"1442",53,5,1974,1966,1,5.892,0.033540409,3.9405754,148.188,838430,1.584587
"1443",54,3,1961,1966,0,1.696,0.043884527,5.103066,308.68948,30902.221,10.950859
"1444",54,3,1966,1966,0,2.299,0.046264578,5.6160684,406.92383,24953.334,10.950859
"1445",54,3,1970,1966,0,3.109,0.044588067,5.898201,279.51605,20944,10.950859
"1446",54,3,1972,1966,0,3.673,0.041737411,6.0803061,335.12024,20135,10.950859
"1447",54,3,1969,1966,0,2.792,0.046285287,5.8967457,396.1734,21384,10.950859
"1448",54,3,1968,1966,0,2.604,0.045322102,5.7559071,471.87097,22573.777,10.950859
"1449",54,3,1959,1966,0,1.623,0.043201514,4.7927012,365.18634,32441.4,10.950859
"1450",54,3,1962,1966,0,1.788,0.044236057,5.1936407,302.56964,29712.445,10.950859
"1451",54,3,1960,1966,0,1.652,0.043538533,4.9085665,367.12628,32092,10.950859
"1452",54,3,1965,1966,0,2.155,0.045325279,5.4958301,378.24149,26143.111,10.950859
"1453",54,3,1973,1966,0,4.009,0.04154326,6.2863259,366.50546,19543,10.950859
"1454",54,3,1971,1966,0,3.369,0.043494321,5.9152279,339.62625,20515,10.950859
"1455",54,3,1967,1966,0,2.448,0.045512818,5.5702,337.52484,23763.557,10.950859
"1456",54,3,1963,1966,0,1.879,0.044593271,5.3214636,317.08231,28522.666,10.950859
"1457",54,3,1964,1966,0,2.003,0.0449563,5.3758855,371.9429,27332.887,10.950859
"1458",54,3,1974,1966,0,4.438,0.042444937,6.4075322,275.82059,18886,10.950859
"1459",55,2,1967,1966,0,3.172,0.040047728,5.8309026,356.2746,56346,11.117442
"1460",55,2,1973,1966,0,5.127,0.035188645,6.0453649,219.12688,69450,11.117442
"1461",55,2,1974,1966,0,5.619,0.035476465,5.9948616,215.77286,71170,11.117442
"1462",55,2,1972,1966,0,4.601,0.036234662,6.0367393,204.11856,68054,11.117442
"1463",55,2,1960,1966,0,2.249,0.042006418,5.4286971,385.18896,39574,11.117442
"1464",55,2,1970,1966,0,3.981,0.037953932,6.15554,275.5018,63348,11.117442
"1465",55,2,1965,1966,0,2.78,0.040030047,5.5133047,269.73532,51554,11.117442
"1466",55,2,1966,1966,0,3.014,0.04074556,5.7705603,238.10614,53950.004,11.117442
"1467",55,2,1971,1966,0,4.241,0.036771201,5.9963965,235.9314,65568,11.117442
"1468",55,2,1969,1966,0,3.747,0.038471133,6.1298857,303.86594,61138,11.117442
"1469",55,2,1959,1966,0,2.212,0.042563483,5.4883819,473.24918,36940.199,11.117442
"1470",55,2,1961,1966,0,2.295,0.042241644,5.4284263,341.92386,41970,11.117442
"1471",55,2,1968,1966,0,3.431,0.03959585,6.0240941,295.54175,58742,11.117442
"1472",55,2,1964,1966,0,2.61,0.040744163,5.7326312,348.50183,49158,11.117442
"1473",55,2,1963,1966,0,2.45,0.041475359,5.5586739,351.7121,46761.996,11.117442
"1474",55,2,1962,1966,0,2.404,0.041977324,5.4713736,372.79294,44366,11.117442
"1475",55,2,1968,1966,1,3.431,0.03959585,6.0240941,177.61105,1266996.5,0.76199996
"1476",55,2,1966,1966,1,3.014,0.04074556,5.7705603,191.65947,1257629.8,0.76199996
"1477",55,2,1964,1966,1,2.61,0.040744163,5.7326312,203.36922,1248262.8,0.76199996
"1478",55,2,1974,1966,1,5.619,0.035476465,5.9948616,136.32709,1142714,0.76199996
"1479",55,2,1971,1966,1,4.241,0.036771201,5.9963965,145.55969,1233032,0.76199996
"1480",55,2,1963,1966,1,2.45,0.041475359,5.5586739,214.6833,1243579.3,0.76199996
"1481",55,2,1972,1966,1,4.601,0.036234662,6.0367393,132.44542,1206950,0.76199996
"1482",55,2,1969,1966,1,3.747,0.038471133,6.1298857,162.66711,1271680,0.76199996
"1483",55,2,1970,1966,1,3.981,0.037953932,6.15554,168.38031,1252356,0.76199996
"1484",55,2,1959,1966,1,2.212,0.042563483,5.4883819,225.05464,1197909.9,0.76199996
"1485",55,2,1960,1966,1,2.249,0.042006418,5.4286971,217.18613,1229529,0.76199996
"1486",55,2,1961,1966,1,2.295,0.042241644,5.4284263,221.17046,1234212.5,0.76199996
"1487",55,2,1962,1966,1,2.404,0.041977324,5.4713736,201.79103,1238895.9,0.76199996
"1488",55,2,1965,1966,1,2.78,0.040030047,5.5133047,207.22507,1252946.3,0.76199996
"1489",55,2,1967,1966,1,3.172,0.040047728,5.8309026,173.00758,1262313.1,0.76199996
"1490",56,5,1960,1967,0,2.306,0.087861218,7.3227777,424.93253,3095,6.7926402
"1491",56,5,1974,1967,0,6.15,0.076801755,6.0481381,171.2981,3366,6.7926402
"1492",56,5,1970,1967,0,3.91,0.08684507,7.2949858,292.32281,3362,6.7926402
"1493",56,5,1972,1967,0,4.692,0.083599262,6.6158729,381.71082,3373,6.7926402
"1494",56,5,1961,1967,0,2.377,0.090960033,7.4253707,550.83051,3127.4443,6.7926402
"1495",56,5,1969,1967,0,3.587,0.088466153,7.4616623,637.08948,3387,6.7926402
"1496",56,5,1963,1967,0,2.52,0.09413518,7.5459976,479.97159,3192.3333,6.7926402
"1497",56,5,1973,1967,0,5.389,0.082063474,6.4122701,263.52222,3339,6.7926402
"1498",56,5,1966,1967,0,2.878,0.091307141,7.4263144,407.78537,3289.6667,6.7926402
"1499",56,5,1971,1967,0,4.257,0.085279569,6.5724082,353.93475,3338,6.7926402
"1500",56,5,1962,1967,0,2.49,0.094063535,7.5493574,599.94836,3159.8889,6.7926402
"1501",56,5,1965,1967,0,2.719,0.088196278,7.019207,466.58063,3257.2222,6.7926402
"1502",56,5,1964,1967,0,2.572,0.091167971,7.5000849,519.41882,3224.7778,6.7926402
"1503",56,5,1968,1967,0,3.288,0.088398516,7.8735642,651.6568,3354.5557,6.7926402
"1504",56,5,1967,1967,0,3.098,0.088331006,7.9041023,90.937622,3322.1111,6.7926402
"1505",56,5,1972,1967,1,4.692,0.083599262,6.6158729,217.34419,95225,1.2803092
"1506",56,5,1974,1967,1,6.15,0.076801755,6.0481381,182.37827,95698,1.2803092
"1507",56,5,1966,1967,1,2.878,0.091307141,7.4263144,211.31366,99766.336,1.2803092
"1508",56,5,1970,1967,1,3.91,0.08684507,7.2949858,212.13535,95579,1.2803092
"1509",56,5,1961,1967,1,2.377,0.090960033,7.4253707,270.41867,106860.23,1.2803092
